"('ReadingDate', <class 'int'>, None, 19, 19, 0, True)","('Easting', <class 'int'>, None, 19, 19, 0, True)","('Northing', <class 'int'>, None, 19, 19, 0, True)","('Intensity', <class 'float'>, None, 53, 53, 0, True)","('Intensity(mm/hr)', <class 'decimal.Decimal'>, None, 4, 4, 2, True)","('Depth', <class 'float'>, None, 53, 53, 0, True)","('Depth(mm)', <class 'decimal.Decimal'>, None, 6, 6, 2, True)","('IssuedDate', <class 'datetime.datetime'>, None, 23, 23, 3, True)","('Year', <class 'str'>, None, 1024, 1024, 0, True)","('Month', <class 'str'>, None, 1024, 1024, 0, True)","('Day', <class 'str'>, None, 1024, 1024, 0, True)"
202408210935,336500,160500,0.015625,0.02,0.1875,0.19,2024-08-21 11:55:06.487,2024,08,21
202408210940,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-21 12:00:08.713,2024,08,21
202408211000,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-21 12:20:16.780,2024,08,21
202408222155,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-23 00:15:05.527,2024,08,22
202408222200,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-23 00:20:08.660,2024,08,22
202408222215,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-23 00:35:13.670,2024,08,22
202408222225,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-23 00:45:17.603,2024,08,22
202408222230,336500,160500,0.020833333333333332,0.02,0.25,0.25,2024-08-23 00:50:04.407,2024,08,22
202408222235,336500,160500,0.013020833333333334,0.01,0.15625,0.16,2024-08-23 00:55:06.990,2024,08,22
202408222240,336500,160500,0.0390625,0.04,0.46875,0.47,2024-08-23 01:00:08.873,2024,08,22
202408230545,336500,160500,0.015625,0.02,0.1875,0.19,2024-08-23 08:05:08.170,2024,08,23
202408230550,336500,160500,0.09895833333333333,0.10,1.1875,1.19,2024-08-23 08:10:10.047,2024,08,23
202408230555,336500,160500,0.018229166666666668,0.02,0.21875,0.22,2024-08-23 08:15:12.287,2024,08,23
202408230600,336500,160500,0.049479166666666664,0.05,0.59375,0.59,2024-08-23 08:20:14.270,2024,08,23
202408230605,336500,160500,0.018229166666666668,0.02,0.21875,0.22,2024-08-23 08:25:15.897,2024,08,23
202408230635,336500,160500,0.018229166666666668,0.02,0.21875,0.22,2024-08-23 08:55:12.737,2024,08,23
202408230645,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-23 09:05:16.993,2024,08,23
202408230650,336500,160500,0.057291666666666664,0.06,0.6875,0.69,2024-08-23 09:10:03.600,2024,08,23
202408230655,336500,160500,0.16145833333333334,0.16,1.9375,1.94,2024-08-23 09:15:05.647,2024,08,23
202408230700,336500,160500,0.013020833333333334,0.01,0.15625,0.16,2024-08-23 09:20:07.847,2024,08,23
202408230705,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-23 09:25:09.313,2024,08,23
202408230710,336500,160500,0.09635416666666667,0.10,1.15625,1.16,2024-08-23 09:30:11.390,2024,08,23
202408230720,336500,160500,0.015625,0.02,0.1875,0.19,2024-08-23 09:40:15.587,2024,08,23
202408230725,336500,160500,0.171875,0.17,2.0625,2.06,2024-08-23 09:45:02.267,2024,08,23
202408230730,336500,160500,0.026041666666666668,0.03,0.3125,0.31,2024-08-23 09:50:04.280,2024,08,23
202408231925,336500,160500,0.018229166666666668,0.02,0.21875,0.22,2024-08-23 21:45:06.517,2024,08,23
202408242010,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-24 22:30:06.500,2024,08,24
202408242015,336500,160500,0.19010416666666666,0.19,2.28125,2.28,2024-08-24 22:35:08.763,2024,08,24
202408242020,336500,160500,0.020833333333333332,0.02,0.25,0.25,2024-08-24 22:40:10.957,2024,08,24
202408242050,336500,160500,0.033854166666666664,0.03,0.40625,0.41,2024-08-24 23:10:07.697,2024,08,24
202408242140,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-25 00:00:13.037,2024,08,24
202408242145,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-25 00:05:16.493,2024,08,24
202408242210,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-25 00:30:11.980,2024,08,24
202408242225,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-25 00:45:02.923,2024,08,24
202408242230,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-25 00:50:04.787,2024,08,24
202408242235,336500,160500,0.013020833333333334,0.01,0.15625,0.16,2024-08-25 00:55:06.753,2024,08,24
202408242240,336500,160500,0.020833333333333332,0.02,0.25,0.25,2024-08-25 01:00:09.623,2024,08,24
202408242245,336500,160500,0.010416666666666666,0.01,0.125,0.13,2024-08-25 01:05:11.677,2024,08,24
202408242305,336500,160500,0.049479166666666664,0.05,0.59375,0.59,2024-08-26 06:36:51.327,2024,08,24
202408242305,336500,160500,0.049479166666666664,0.05,0.59375,0.59,2024-08-26 06:36:51.327,2024,08,24
202408242305,336500,160500,0.049479166666666664,0.05,0.59375,0.59,2024-08-26 06:36:49.910,2024,08,24
202408242315,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-26 06:36:50.367,2024,08,24
202408242315,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-26 06:36:51.900,2024,08,24
202408242315,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-26 06:36:51.900,2024,08,24
202408242320,336500,160500,0.1015625,0.10,1.21875,1.22,2024-08-26 06:36:50.567,2024,08,24
202408242320,336500,160500,0.1015625,0.10,1.21875,1.22,2024-08-26 06:36:51.853,2024,08,24
202408242320,336500,160500,0.1015625,0.10,1.21875,1.22,2024-08-26 06:36:51.853,2024,08,24
202408242325,336500,160500,0.049479166666666664,0.05,0.59375,0.59,2024-08-26 06:36:51.907,2024,08,24
202408242325,336500,160500,0.049479166666666664,0.05,0.59375,0.59,2024-08-26 06:36:50.717,2024,08,24
202408242325,336500,160500,0.049479166666666664,0.05,0.59375,0.59,2024-08-26 06:36:51.907,2024,08,24
202408242330,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-26 06:36:50.887,2024,08,24
202408242330,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-26 06:36:51.933,2024,08,24
202408242330,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-26 06:36:51.933,2024,08,24
202408242335,336500,160500,0.052083333333333336,0.05,0.625,0.63,2024-08-26 06:36:51.967,2024,08,24
202408242335,336500,160500,0.052083333333333336,0.05,0.625,0.63,2024-08-26 06:36:51.967,2024,08,24
202408242335,336500,160500,0.052083333333333336,0.05,0.625,0.63,2024-08-26 06:36:50.797,2024,08,24
202408242340,336500,160500,0.6302083333333334,0.63,7.5625,7.56,2024-08-26 06:36:51.167,2024,08,24
202408242340,336500,160500,0.6302083333333334,0.63,7.5625,7.56,2024-08-26 06:36:52.107,2024,08,24
202408242340,336500,160500,0.6302083333333334,0.63,7.5625,7.56,2024-08-26 06:36:52.107,2024,08,24
202408242345,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-26 06:36:52.497,2024,08,24
202408242345,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-26 06:36:52.497,2024,08,24
202408242345,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-26 06:36:51.170,2024,08,24
202408250330,336500,160500,0.010416666666666666,0.01,0.125,0.13,2024-08-25 05:50:06.383,2024,08,25
202408250335,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-25 05:55:08.450,2024,08,25
202408250340,336500,160500,0.078125,0.08,0.9375,0.94,2024-08-25 06:00:10.727,2024,08,25
202408250350,336500,160500,0.018229166666666668,0.02,0.21875,0.22,2024-08-25 06:10:15.427,2024,08,25
202408250355,336500,160500,0.049479166666666664,0.05,0.59375,0.59,2024-08-25 06:15:16.437,2024,08,25
202408250400,336500,160500,0.0234375,0.02,0.28125,0.28,2024-08-25 06:20:03.867,2024,08,25
202408250405,336500,160500,0.010416666666666666,0.01,0.125,0.13,2024-08-25 06:25:05.553,2024,08,25
202408250410,336500,160500,0.020833333333333332,0.02,0.25,0.25,2024-08-25 06:30:07.660,2024,08,25
202408250415,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-25 06:35:09.523,2024,08,25
202408250420,336500,160500,0.026041666666666668,0.03,0.3125,0.31,2024-08-25 06:40:11.787,2024,08,25
202408250425,336500,160500,0.2786458333333333,0.28,3.34375,3.34,2024-08-25 06:45:13.900,2024,08,25
202408250430,336500,160500,0.049479166666666664,0.05,0.59375,0.59,2024-08-25 06:50:16.547,2024,08,25
202408250435,336500,160500,0.018229166666666668,0.02,0.21875,0.22,2024-08-25 06:55:03.903,2024,08,25
202408250440,336500,160500,0.09895833333333333,0.10,1.1875,1.19,2024-08-25 07:00:05.557,2024,08,25
202408250445,336500,160500,0.13802083333333334,0.14,1.65625,1.66,2024-08-25 07:05:07.193,2024,08,25
202408250450,336500,160500,0.026041666666666668,0.03,0.3125,0.31,2024-08-25 07:10:09.163,2024,08,25
202408250455,336500,160500,0.015625,0.02,0.1875,0.19,2024-08-25 07:15:11.180,2024,08,25
202408250510,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-25 07:30:17.177,2024,08,25
202408250515,336500,160500,0.09895833333333333,0.10,1.1875,1.19,2024-08-25 07:35:04.027,2024,08,25
202408250520,336500,160500,0.11979166666666667,0.12,1.4375,1.44,2024-08-25 07:40:06.023,2024,08,25
202408250525,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-25 07:45:07.950,2024,08,25
202408250540,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-25 08:00:13.757,2024,08,25
202408250545,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-25 08:05:15.637,2024,08,25
202408250550,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-25 08:10:02.667,2024,08,25
202408251225,336500,160500,0.013020833333333334,0.01,0.15625,0.16,2024-08-25 14:45:10.577,2024,08,25
202408251230,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-25 14:50:12.707,2024,08,25
202408251320,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-25 15:40:02.347,2024,08,25
202408251330,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-25 15:50:05.750,2024,08,25
202408251335,336500,160500,0.0546875,0.05,0.65625,0.66,2024-08-25 15:55:07.803,2024,08,25
202408251450,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-25 17:10:06.673,2024,08,25
202408251500,336500,160500,0.013020833333333334,0.01,0.15625,0.16,2024-08-25 17:20:11.110,2024,08,25
202408251505,336500,160500,0.013020833333333334,0.01,0.15625,0.16,2024-08-25 17:25:13.247,2024,08,25
202408251510,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-25 17:30:15.027,2024,08,25
202408251515,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-25 17:35:17.107,2024,08,25
202408251620,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-25 18:40:13.237,2024,08,25
202408251625,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-25 18:45:15.387,2024,08,25
202408251630,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-25 18:50:17.537,2024,08,25
202408251935,336500,160500,0.015625,0.02,0.1875,0.19,2024-08-25 21:55:16.977,2024,08,25
202408251940,336500,160500,0.1640625,0.16,1.96875,1.97,2024-08-25 22:00:19.320,2024,08,25
202408251945,336500,160500,0.14583333333333334,0.15,1.75,1.75,2024-08-25 22:05:05.933,2024,08,25
202408251950,336500,160500,0.052083333333333336,0.05,0.625,0.63,2024-08-25 22:10:07.780,2024,08,25
202408251955,336500,160500,0.125,0.13,1.5,1.50,2024-08-25 22:15:09.753,2024,08,25
202408252245,336500,160500,0.015625,0.02,0.1875,0.19,2024-08-26 01:05:16.073,2024,08,25
202408252250,336500,160500,0.018229166666666668,0.02,0.21875,0.22,2024-08-27 06:36:06.557,2024,08,25
202408252255,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-27 06:36:08.460,2024,08,25
202408260020,336500,160500,0.010416666666666666,0.01,0.125,0.13,2024-08-26 02:40:09.960,2024,08,26
202408260025,336500,160500,0.026041666666666668,0.03,0.3125,0.31,2024-08-26 02:45:12.140,2024,08,26
202408260030,336500,160500,0.010416666666666666,0.01,0.125,0.13,2024-08-26 02:50:13.667,2024,08,26
202408260035,336500,160500,0.033854166666666664,0.03,0.40625,0.41,2024-08-26 02:55:15.620,2024,08,26
202408260040,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-26 03:00:17.680,2024,08,26
202408260435,336500,160500,0.020833333333333332,0.02,0.25,0.25,2024-08-26 06:55:05.640,2024,08,26
202408260440,336500,160500,0.0390625,0.04,0.46875,0.47,2024-08-26 07:00:07.823,2024,08,26
202408260445,336500,160500,0.013020833333333334,0.01,0.15625,0.16,2024-08-26 07:05:09.773,2024,08,26
202408260450,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-26 07:10:11.567,2024,08,26
202408260455,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-26 07:15:13.340,2024,08,26
202408281410,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-28 16:30:17.420,2024,08,28
202408281425,336500,160500,0.015625,0.02,0.1875,0.19,2024-08-28 16:45:07.967,2024,08,28
202408281430,336500,160500,0.015625,0.02,0.1875,0.19,2024-08-28 16:50:09.707,2024,08,28
202408281435,336500,160500,0.0234375,0.02,0.28125,0.28,2024-08-28 16:55:11.460,2024,08,28
202408281440,336500,160500,0.036458333333333336,0.04,0.4375,0.44,2024-08-28 17:00:13.397,2024,08,28
202408281445,336500,160500,0.018229166666666668,0.02,0.21875,0.22,2024-08-28 17:05:15.137,2024,08,28
202408281450,336500,160500,0.020833333333333332,0.02,0.25,0.25,2024-08-28 17:10:17.083,2024,08,28
202408281455,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-28 17:15:03.797,2024,08,28
202408281500,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-28 17:20:05.910,2024,08,28
202408281505,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-28 17:25:07.867,2024,08,28
202408281510,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-28 17:30:09.983,2024,08,28
202408281515,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-28 17:35:11.683,2024,08,28
202408281535,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-28 17:55:04.357,2024,08,28
202408281555,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-28 18:15:12.150,2024,08,28
202408281600,336500,160500,0.010416666666666666,0.01,0.125,0.13,2024-08-28 18:20:14.297,2024,08,28
202408281605,336500,160500,0.028645833333333332,0.03,0.34375,0.34,2024-08-28 18:25:16.223,2024,08,28
202408281610,336500,160500,0.049479166666666664,0.05,0.59375,0.59,2024-08-28 18:30:03.057,2024,08,28
202408281615,336500,160500,0.028645833333333332,0.03,0.34375,0.34,2024-08-28 18:35:05.053,2024,08,28
202408281620,336500,160500,0.026041666666666668,0.03,0.3125,0.31,2024-08-28 18:40:07.240,2024,08,28
202408281625,336500,160500,0.015625,0.02,0.1875,0.19,2024-08-28 18:45:08.920,2024,08,28
202408281630,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-28 18:50:10.953,2024,08,28
202408290530,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-29 07:50:01.517,2024,08,29
202408290540,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-29 08:00:06.643,2024,08,29
202408290545,336500,160500,0.044270833333333336,0.04,0.53125,0.53,2024-08-29 08:05:07.737,2024,08,29
202408290650,336500,160500,0.041666666666666664,0.04,0.5,0.50,2024-08-29 09:10:04.503,2024,08,29
202408290655,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-29 09:15:06.533,2024,08,29
202408290700,336500,160500,0.0234375,0.02,0.28125,0.28,2024-08-29 09:20:08.810,2024,08,29
202408311405,336500,160500,0.041666666666666664,0.04,0.5,0.50,2024-08-31 16:25:04.497,2024,08,31
202408311410,336500,160500,0.026041666666666668,0.03,0.3125,0.31,2024-08-31 16:30:06.047,2024,08,31
202408311415,336500,160500,0.020833333333333332,0.02,0.25,0.25,2024-08-31 16:35:08.797,2024,08,31
202408311420,336500,160500,0.018229166666666668,0.02,0.21875,0.22,2024-08-31 16:40:10.643,2024,08,31
202408311425,336500,160500,0.028645833333333332,0.03,0.34375,0.34,2024-08-31 16:45:13.033,2024,08,31
202408311430,336500,160500,0.020833333333333332,0.02,0.25,0.25,2024-08-31 16:50:15.110,2024,08,31
202408311600,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-31 18:20:03.993,2024,08,31
202408311605,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-31 18:25:06.603,2024,08,31
202408311610,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-31 18:30:07.987,2024,08,31
202408311615,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-31 18:35:10.453,2024,08,31
202408311620,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-31 18:40:12.157,2024,08,31
202408311630,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-31 18:50:16.247,2024,08,31
202408311635,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-31 18:55:03.203,2024,08,31
202408311640,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-31 19:00:05.547,2024,08,31
202408311645,336500,160500,0.013020833333333334,0.01,0.15625,0.16,2024-08-31 19:05:07.477,2024,08,31
202408311650,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-31 19:10:09.127,2024,08,31
202408311655,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-31 19:15:11.457,2024,08,31
202408311700,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-31 19:20:13.377,2024,08,31
202408311705,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-31 19:25:15.307,2024,08,31
202408311710,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-31 19:30:17.150,2024,08,31
202408311715,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-31 19:35:04.517,2024,08,31
202408311725,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-31 19:45:07.827,2024,08,31
202408311730,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-31 19:50:09.950,2024,08,31
202408311750,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-31 20:10:02.523,2024,08,31
202408311755,336500,160500,0.0026041666666666665,0.00,0.03125,0.03,2024-08-31 20:15:05.010,2024,08,31
202408311800,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-31 20:20:06.570,2024,08,31
202408311805,336500,160500,0.013020833333333334,0.01,0.15625,0.16,2024-08-31 20:25:08.510,2024,08,31
202408311810,336500,160500,0.0078125,0.01,0.09375,0.09,2024-08-31 20:30:10.553,2024,08,31
202408311815,336500,160500,0.018229166666666668,0.02,0.21875,0.22,2024-08-31 20:35:12.373,2024,08,31
202408311820,336500,160500,0.005208333333333333,0.01,0.0625,0.06,2024-08-31 20:40:14.800,2024,08,31
