"('TimeGMT', <class 'str'>, None, 30, 30, 3, True)","('date', <class 'datetime.date'>, None, 10, 10, 0, True)","('SourceSystemId', <class 'int'>, None, 19, 19, 0, True)","('DbAddr', <class 'int'>, None, 19, 19, 0, True)","('DbName', <class 'str'>, None, 80, 80, 0, True)","('EValue', <class 'float'>, None, 53, 53, 0, True)","('Year', <class 'str'>, None, 1024, 1024, 0, True)","('Month', <class 'str'>, None, 1024, 1024, 0, True)","('Day', <class 'str'>, None, 1024, 1024, 0, True)"
2024-01-01 16:35:00+00:00,2024-01-01,2,7458,Default Name,0.38004204630851746,2024,1,1
2024-01-01 23:05:00+00:00,2024-01-01,2,7458,Default Name,0.2556062638759613,2024,1,1
2024-01-01 19:50:00+00:00,2024-01-01,2,7458,Default Name,0.13994058966636658,2024,1,1
2024-01-01 06:50:00+00:00,2024-01-01,2,7458,Default Name,0.17320068180561066,2024,1,1
2024-01-01 18:20:00+00:00,2024-01-01,2,7458,Default Name,0.3528217077255249,2024,1,1
2024-01-01 15:05:00+00:00,2024-01-01,2,7458,Default Name,0.527064859867096,2024,1,1
2024-01-01 13:05:00+00:00,2024-01-01,2,7458,Default Name,0.43895044922828674,2024,1,1
2024-01-01 09:05:00+00:00,2024-01-01,2,7458,Default Name,0.3365226089954376,2024,1,1
2024-01-01 17:35:00+00:00,2024-01-01,2,7458,Default Name,0.43605467677116394,2024,1,1
2024-01-01 05:35:00+00:00,2024-01-01,2,7458,Default Name,0.49670058488845825,2024,1,1
2024-01-01 03:05:00+00:00,2024-01-01,2,7458,Default Name,0.29043835401535034,2024,1,1
2024-01-01 02:20:00+00:00,2024-01-01,2,7458,Default Name,0.1910717636346817,2024,1,1
2024-01-01 12:35:00+00:00,2024-01-01,2,7458,Default Name,0.1745244562625885,2024,1,1
2024-01-01 17:20:00+00:00,2024-01-01,2,7458,Default Name,0.45797988772392273,2024,1,1
2024-01-01 09:50:00+00:00,2024-01-01,2,7458,Default Name,0.08856119215488434,2024,1,1
2024-01-01 02:35:00+00:00,2024-01-01,2,7458,Default Name,0.5251619815826416,2024,1,1
2024-01-01 06:05:00+00:00,2024-01-01,2,7458,Default Name,0.5108485221862793,2024,1,1
2024-01-01 23:50:00+00:00,2024-01-01,2,7458,Default Name,0.14449109137058258,2024,1,1
2024-01-01 10:05:00+00:00,2024-01-01,2,7458,Default Name,0.2088601291179657,2024,1,1
2024-01-01 10:20:00+00:00,2024-01-01,2,7458,Default Name,0.31426647305488586,2024,1,1
2024-01-01 07:50:00+00:00,2024-01-01,2,7458,Default Name,0.3490985929965973,2024,1,1
2024-01-01 12:20:00+00:00,2024-01-01,2,7458,Default Name,0.2580883800983429,2024,1,1
2024-01-01 15:50:00+00:00,2024-01-01,2,7458,Default Name,0.5030713081359863,2024,1,1
2024-01-01 13:35:00+00:00,2024-01-01,2,7458,Default Name,0.18453559279441833,2024,1,1
2024-01-01 01:20:00+00:00,2024-01-01,2,7458,Default Name,0.4622821509838104,2024,1,1
2024-01-01 04:20:00+00:00,2024-01-01,2,7458,Default Name,0.5532096028327942,2024,1,1
2024-01-01 10:35:00+00:00,2024-01-01,2,7458,Default Name,0.34363797307014465,2024,1,1
2024-01-01 04:50:00+00:00,2024-01-01,2,7458,Default Name,0.16318956017494202,2024,1,1
2024-01-01 00:35:00+00:00,2024-01-01,2,7458,Default Name,0.28489500284194946,2024,1,1
2024-01-01 20:20:00+00:00,2024-01-01,2,7458,Default Name,0.2773659825325012,2024,1,1
2024-01-01 20:35:00+00:00,2024-01-01,2,7458,Default Name,0.35538655519485474,2024,1,1
2024-01-01 16:20:00+00:00,2024-01-01,2,7458,Default Name,0.1095762699842453,2024,1,1
2024-01-01 07:05:00+00:00,2024-01-01,2,7458,Default Name,0.30243515968322754,2024,1,1
2024-01-01 11:50:00+00:00,2024-01-01,2,7458,Default Name,0.41950738430023193,2024,1,1
2024-01-01 23:35:00+00:00,2024-01-01,2,7458,Default Name,0.17543457448482513,2024,1,1
2024-01-01 13:50:00+00:00,2024-01-01,2,7458,Default Name,0.43986058235168457,2024,1,1
2024-01-01 05:50:00+00:00,2024-01-01,2,7458,Default Name,0.19678059220314026,2024,1,1
2024-01-01 09:35:00+00:00,2024-01-01,2,7458,Default Name,0.4531811475753784,2024,1,1
2024-01-01 10:50:00+00:00,2024-01-01,2,7458,Default Name,0.3795456290245056,2024,1,1
2024-01-01 05:05:00+00:00,2024-01-01,2,7458,Default Name,0.4612065851688385,2024,1,1
2024-01-01 20:05:00+00:00,2024-01-01,2,7458,Default Name,0.21746473014354706,2024,1,1
2024-01-01 14:05:00+00:00,2024-01-01,2,7458,Default Name,0.32047173380851746,2024,1,1
2024-01-01 02:50:00+00:00,2024-01-01,2,7458,Default Name,0.4635232090950012,2024,1,1
2024-01-01 21:50:00+00:00,2024-01-01,2,7458,Default Name,0.5329391956329346,2024,1,1
2024-01-01 18:50:00+00:00,2024-01-01,2,7458,Default Name,0.3050827383995056,2024,1,1
2024-01-01 22:50:00+00:00,2024-01-01,2,7458,Default Name,0.2620597183704376,2024,1,1
2024-01-02 21:19:00+00:00,2024-01-02,2,7458,Default Name,0.11313394457101822,2024,1,2
2024-01-02 19:34:00+00:00,2024-01-02,2,7458,Default Name,0.13464544713497162,2024,1,2
2024-01-02 11:35:00+00:00,2024-01-02,2,7458,Default Name,0.2940787672996521,2024,1,2
2024-01-02 16:35:00+00:00,2024-01-02,2,7458,Default Name,0.49380481243133545,2024,1,2
2024-01-02 09:05:00+00:00,2024-01-02,2,7458,Default Name,0.45880722999572754,2024,1,2
2024-01-02 12:50:00+00:00,2024-01-02,2,7458,Default Name,0.5563536286354065,2024,1,2
2024-01-02 15:35:00+00:00,2024-01-02,2,7458,Default Name,0.12223496288061142,2024,1,2
2024-01-02 23:48:00+00:00,2024-01-02,2,7458,Default Name,0.14490477740764618,2024,1,2
