M:\Dors\015 Christchurch\StormPac\Outputs\Christchurch.csv
SRG Generated Data, Duration 10 years

StartTime,EndTime,Depth (mm),MeanIntensity (mm/hr),MaxIntensity (mm/hr),Duration (hours),UCWI (mm),API30 (mm), AntecDryPeriod (hours)
24/05/2105 04:00:00,24/05/2105 07:00:00,2.1,0.5,0.7,4,75,0,181
27/05/2105 22:00:00,28/05/2105 20:00:00,4.6,0.2,1.7,23,68,0,86
07/06/2105,07/06/2105 16:00:00,8.5,0.5,2.5,17,56,0,219
10/06/2105 13:00:00,11/06/2105 07:00:00,2.5,0.1,1,19,50,0.4,68
13/06/2105 13:00:00,13/06/2105 23:00:00,19,1.7,7.4,11,53,0.1,53
16/06/2105 17:00:00,16/06/2105 23:00:00,1.2,0.2,0.7,7,68,2.8,65
29/06/2105 07:00:00,30/06/2105 11:00:00,38.8,1.3,8.4,29,50,0,295
03/07/2105 12:00:00,06/07/2105 04:00:00,4.7,0.1,1.7,65,66,3.1,72
21/07/2105 20:00:00,22/07/2105 15:00:00,3,0.1,2.6,20,50,0,375
25/07/2105 07:00:00,28/07/2105 05:00:00,43.9,0.6,6.8,71,50,0,63
03/08/2105 20:00:00,05/08/2105 15:00:00,1.7,0,0.5,44,50,0.1,158
15/08/2105 12:00:00,19/08/2105 07:00:00,60.5,0.7,10.6,92,50,0,236
21/08/2105 03:00:00,21/08/2105 15:00:00,3.4,0.3,1.2,13,96,7.2,43
26/08/2105 04:00:00,27/08/2105 16:00:00,1.3,0,0.5,37,50,0.2,108
31/08/2105 05:00:00,01/09/2105 10:00:00,3.6,0.1,2,30,53,0,84
04/09/2105 18:00:00,04/09/2105 18:00:00,1,1,1,1,50,0,79
11/09/2105 13:00:00,12/09/2105 02:00:00,6.8,0.5,1.7,14,50,0,162
20/09/2105 01:00:00,21/09/2105 16:00:00,10.2,0.3,5,40,50,0,190
26/09/2105 22:00:00,27/09/2105 04:00:00,8.400001,1.2,4.3,7,50,0.1,125
01/10/2105 16:00:00,03/10/2105 05:00:00,8.4,0.2,5.6,38,50,0.3,107
05/10/2105 12:00:00,08/10/2105 01:00:00,15.2,0.2,3.8,62,50,1.2,54
11/10/2105 02:00:00,26/10/2105 16:00:00,93.6,0.2,9.5,375,50,0.7,72
29/10/2105 19:00:00,01/11/2105 20:00:00,21,0.3,3.6,74,125,1.5,74
04/11/2105 04:00:00,04/11/2105 05:00:00,0.4,0.2,0.3,2,139,2.3,55
07/11/2105 19:00:00,15/11/2105 17:00:00,76.3,0.4,5.7,191,125,0.1,85
20/11/2105 01:00:00,22/11/2105 17:00:00,17.3,0.3,1.7,65,131,1.4,103
25/11/2105 21:00:00,29/11/2105 20:00:00,23.4,0.2,3.1,96,135,1.3,75
01/12/2105 20:00:00,11/12/2105 04:00:00,59,0.3,6.1,225,142,1.9,47
14/12/2105 02:00:00,14/12/2105 04:00:00,0.5,0.2,0.2,3,136,1.8,69
20/12/2105,21/12/2105 08:00:00,1.9,0.1,0.2,33,126,0,139
24/12/2105 17:00:00,25/12/2105 05:00:00,4.5,0.3,2.7,13,127,0.1,80
27/12/2105 07:00:00,28/12/2105 15:00:00,3.7,0.1,0.9,33,136,1.2,49
30/12/2105 07:00:00,30/12/2105 12:00:00,2.1,0.4,1.6,6,133,0.5,39
02/01/2106 08:00:00,12/01/2106 11:00:00,49.5,0.2,3,244,130,0.4,67
15/01/2106 03:00:00,15/01/2106 03:00:00,0.3,0.3,0.3,1,133,1.2,63
16/01/2106 19:00:00,17/01/2106 15:00:00,4.2,0.2,1.5,21,130,0.3,39
22/01/2106 03:00:00,28/01/2106 20:00:00,23.2,0.1,3.2,162,132,0.1,107
31/01/2106 08:00:00,31/01/2106 14:00:00,1.5,0.2,0.5,7,129,0.7,59
05/02/2106 09:00:00,06/02/2106 12:00:00,13.9,0.5,3.1,28,126,0.1,114
08/02/2106 17:00:00,08/02/2106 17:00:00,0.1,0.1,0.1,1,141,2.2,52
12/02/2106 15:00:00,26/02/2106 03:00:00,64.7,0.2,4.3,325,125,0.1,93
27/02/2106 23:00:00,28/02/2106 02:00:00,0.7,0.2,0.2,4,135,1.6,43
02/03/2106 22:00:00,04/03/2106 09:00:00,0.9,0,0.5,36,124,0.2,67
08/03/2106 07:00:00,09/03/2106 14:00:00,13.4,0.4,2.9,32,124,0,93
11/03/2106 15:00:00,13/03/2106,16.3,0.5,2.2,34,156,2.3,48
15/03/2106,16/03/2106 09:00:00,8.400001,0.2,4.3,34,143,3.3,47
20/03/2106 06:00:00,20/03/2106 19:00:00,3.5,0.3,1.6,14,125,0.7,92
30/03/2106 22:00:00,30/03/2106 23:00:00,0.3,0.2,0.2,2,115,0,242
01/04/2106 18:00:00,04/04/2106 22:00:00,4.2,0.1,1,77,118,0,42
09/04/2106 15:00:00,11/04/2106 09:00:00,3.4,0.1,0.6,43,106,0,112
14/04/2106,14/04/2106 07:00:00,5.9,0.7,2.4,8,105,0.2,62
19/04/2106 06:00:00,27/04/2106 02:00:00,33.8,0.2,3.8,189,102,0.2,118
29/04/2106 19:00:00,01/05/2106 04:00:00,5.4,0.2,0.9,34,118,0.4,64
03/05/2106 01:00:00,04/05/2106 08:00:00,6.1,0.2,2.7,32,120,0.1,44
09/05/2106 23:00:00,12/05/2106 15:00:00,10.3,0.2,2.4,65,109,0,134
21/05/2106 04:00:00,22/05/2106 21:00:00,14.5,0.3,3.9,42,96,0,204
01/06/2106 11:00:00,01/06/2106 22:00:00,0.8,0.1,0.2,12,78,0,229
07/06/2106 05:00:00,07/06/2106 19:00:00,9.8,0.7,4.3,15,67,0,126
10/06/2106 17:00:00,11/06/2106 08:00:00,3,0.2,0.9,16,74,0.4,69
13/06/2106 05:00:00,13/06/2106 18:00:00,11.9,0.8,5.1,14,71,0.1,44
17/06/2106 19:00:00,18/06/2106 11:00:00,7.2,0.4,2.6,17,84,0.7,96
23/06/2106 04:00:00,24/06/2106 15:00:00,11,0.3,3.8,36,60,0.1,112
27/06/2106 14:00:00,28/06/2106 03:00:00,1.8,0.1,0.6,14,68,0.4,70
02/07/2106 07:00:00,06/07/2106 05:00:00,20.5,0.2,6.9,95,50,0,99
07/07/2106 22:00:00,08/07/2106 10:00:00,8.4,0.6,5.7,13,76,2.6,40
10/07/2106 03:00:00,10/07/2106 04:00:00,0.5,0.3,0.4,2,73,2.5,40
18/07/2106 13:00:00,19/07/2106 08:00:00,0.7,0,0.3,20,50,0,200
23/07/2106 18:00:00,23/07/2106 21:00:00,1.1,0.3,0.6,4,50,0,105
27/07/2106 05:00:00,27/07/2106 06:00:00,0.2,0.1,0.1,2,50,0,79
02/08/2106 10:00:00,03/08/2106 04:00:00,22.6,1.2,5.7,19,50,0,147
07/08/2106 11:00:00,12/08/2106 02:00:00,39.9,0.4,8.3,112,50,0.9,102
19/08/2106 23:00:00,21/08/2106 10:00:00,2.8,0.1,1.1,36,50,0.1,188
02/09/2106 06:00:00,03/09/2106,2.7,0.1,1.2,19,50,0,283
05/09/2106 01:00:00,07/09/2106 06:00:00,6.4,0.1,1.6,54,50,0,48
09/09/2106 05:00:00,09/09/2106 06:00:00,0.2,0.1,0.1,2,50,0.1,46
13/09/2106 04:00:00,13/09/2106 08:00:00,2.8,0.6,1.5,5,50,0,93
15/09/2106 23:00:00,17/09/2106 14:00:00,14.9,0.4,3.3,40,50,0,62
19/09/2106 07:00:00,20/09/2106 20:00:00,42.6,1.1,7.4,38,59,1.6,40
28/09/2106,30/09/2106 08:00:00,27.5,0.5,3.9,57,51,0.2,171
01/10/2106 22:00:00,03/10/2106 18:00:00,7.3,0.2,3.5,45,99,4.4,37
09/10/2106 21:00:00,10/10/2106 16:00:00,4.2,0.2,2.2,20,74,0,146
12/10/2106 16:00:00,17/10/2106 01:00:00,13.3,0.1,3,106,79,0.4,47
19/10/2106 04:00:00,20/10/2106 13:00:00,2,0.1,1,34,88,0.9,50
25/10/2106 02:00:00,28/10/2106 05:00:00,11.1,0.1,2.5,76,81,0,108
04/11/2106 02:00:00,04/11/2106 06:00:00,2.5,0.5,0.8,5,93,0,164
08/11/2106,09/11/2106 15:00:00,25.2,0.6,4.6,40,96,0.1,89
12/11/2106 02:00:00,15/11/2106 04:00:00,11,0.1,2.7,75,135,4.3,58
18/11/2106,03/12/2106 02:00:00,115.1,0.3,5.4,363,128,1,67
06/12/2106 10:00:00,09/12/2106 15:00:00,31.7,0.4,7,78,133,0.6,79
11/12/2106 05:00:00,11/12/2106 06:00:00,2.1,1,1.4,2,159,5.6,37
13/12/2106 03:00:00,22/12/2106 19:00:00,63.9,0.3,3.8,233,137,1.8,44
24/12/2106 13:00:00,02/01/2107 05:00:00,35.9,0.2,3.9,209,142,1.4,41
04/01/2107 14:00:00,04/01/2107 14:00:00,0.1,0.1,0.1,1,133,0.8,56
06/01/2107 08:00:00,10/01/2107 02:00:00,28.1,0.3,4.2,91,128,0.4,41
12/01/2107 05:00:00,17/01/2107 09:00:00,18.5,0.1,2.8,125,162,3.9,50
20/01/2107 11:00:00,20/01/2107 20:00:00,3.7,0.4,1.4,10,141,0.6,73
22/01/2107 11:00:00,24/01/2107,5.2,0.1,2.2,38,136,1.1,38
26/01/2107 16:00:00,27/01/2107 15:00:00,11.6,0.5,3.2,24,138,0.6,63
03/02/2107 15:00:00,06/02/2107 08:00:00,14.3,0.2,3.8,66,126,0.1,167
07/02/2107 23:00:00,08/02/2107 12:00:00,0.2,0,0.1,14,141,2.3,38
15/02/2107 04:00:00,16/02/2107 22:00:00,4.4,0.1,0.6,43,124,0,159
21/02/2107 19:00:00,24/02/2107 21:00:00,14.1,0.2,3.8,75,126,0.1,116
01/03/2107 09:00:00,01/03/2107 10:00:00,0.4,0.2,0.3,2,123,0.2,107
03/03/2107,05/03/2107 11:00:00,11.7,0.2,2.7,60,136,0,37
07/03/2107 01:00:00,09/03/2107 23:00:00,3.8,0.1,0.8,71,143,2.3,37
12/03/2107 11:00:00,14/03/2107 16:00:00,6.7,0.1,2.4,54,129,0,59
18/03/2107 07:00:00,18/03/2107 19:00:00,2.7,0.2,1.7,13,136,0.2,86
25/03/2107 18:00:00,29/03/2107 08:00:00,10.8,0.1,2.3,87,119,0,166
05/04/2107 17:00:00,12/04/2107 15:00:00,22.7,0.1,4.3,167,115,0,176
16/04/2107 11:00:00,22/04/2107 11:00:00,21.1,0.1,2.2,145,124,0.4,91
25/04/2107 05:00:00,26/04/2107 22:00:00,4.8,0.1,1.1,42,119,0.3,65
06/05/2107 02:00:00,06/05/2107 05:00:00,2.3,0.6,2,4,116,0,219
09/05/2107 07:00:00,09/05/2107 10:00:00,1.4,0.4,1,4,101,0,73
11/05/2107 18:00:00,13/05/2107 18:00:00,36.6,0.7,11.7,49,176,0,55
20/05/2107 18:00:00,22/05/2107 04:00:00,9.8,0.3,2.5,35,104,0.1,167
04/06/2107 15:00:00,05/06/2107,0.7,0.1,0.3,10,79,0,322
10/06/2107 19:00:00,11/06/2107 09:00:00,4.5,0.3,1.7,15,76,0,138
15/06/2107 12:00:00,16/06/2107 02:00:00,21.9,1.5,17.8,15,59,0.1,98
18/06/2107 16:00:00,20/06/2107 02:00:00,27.7,0.8,4.8,35,94,3.3,61
24/06/2107 04:00:00,24/06/2107 20:00:00,11.8,0.7,4.7,17,85,1.3,97
27/06/2107 17:00:00,27/06/2107 17:00:00,0.2,0.2,0.2,1,91,1,68
01/07/2107 10:00:00,02/07/2107,0.6,0,0.2,15,70,0.1,88
04/07/2107 07:00:00,09/07/2107 08:00:00,25.8,0.2,4.9,122,66,0,54
14/07/2107 02:00:00,15/07/2107 15:00:00,11.2,0.3,3.5,38,72,0.2,113
17/07/2107 21:00:00,19/07/2107 15:00:00,13.9,0.3,9.7,43,79,0.6,53
23/07/2107 02:00:00,23/07/2107 02:00:00,0.1,0.1,0.1,1,69,0.4,82
29/07/2107 22:00:00,31/07/2107 13:00:00,5,0.1,1.3,40,50,0,163
03/08/2107 20:00:00,06/08/2107 08:00:00,22.9,0.4,5.4,61,50,0,78
10/08/2107 11:00:00,10/08/2107 16:00:00,2.7,0.4,2.1,6,57,0.4,98
19/08/2107 21:00:00,20/08/2107 11:00:00,0.2,0,0.1,15,50,0,220
22/08/2107 14:00:00,24/08/2107 11:00:00,7.2,0.2,1.9,46,50,0,50
27/08/2107 05:00:00,30/08/2107 04:00:00,25.6,0.4,4.2,72,63,0.3,65
06/09/2107 18:00:00,08/09/2107 02:00:00,9.8,0.3,2.4,33,50,0.1,181
12/09/2107 17:00:00,14/09/2107 10:00:00,35.8,0.9,6.9,42,50,0.1,110
18/09/2107 17:00:00,21/09/2107 19:00:00,16.7,0.2,2.9,75,67,1.4,102
28/09/2107 08:00:00,28/09/2107 14:00:00,9.2,1.3,4.6,7,73,0.2,156
30/09/2107 21:00:00,02/10/2107 19:00:00,11.9,0.3,1.9,47,82,1.6,54
05/10/2107 16:00:00,10/10/2107 06:00:00,40.8,0.4,7.4,111,82,0.7,68
17/10/2107 07:00:00,19/10/2107 02:00:00,5.1,0.1,1.9,44,100,0.2,168
21/10/2107 05:00:00,21/10/2107 06:00:00,1,0.5,0.6,2,111,0.6,50
23/10/2107 04:00:00,25/10/2107 09:00:00,3.6,0.1,0.9,54,107,0.1,45
28/10/2107 03:00:00,28/10/2107 03:00:00,0.1,0.1,0.1,1,108,0.4,65
29/10/2107 19:00:00,31/10/2107,2.9,0.1,1.5,30,106,0.1,39
01/11/2107 22:00:00,06/11/2107 08:00:00,24.1,0.2,2.3,107,111,0.3,45
08/11/2107 20:00:00,16/11/2107 09:00:00,89,0.5,4.5,182,141,1.9,59
17/11/2107 22:00:00,17/11/2107 22:00:00,0.1,0.1,0.1,1,162,6.4,36
20/11/2107 02:00:00,20/11/2107 19:00:00,7.4,0.4,3.6,18,137,1.6,51
24/11/2107 18:00:00,06/12/2107 07:00:00,80.6,0.3,3.4,278,131,0.5,94
08/12/2107 08:00:00,08/12/2107 10:00:00,2.5,0.8,1.2,3,165,8.6,48
11/12/2107,11/12/2107 08:00:00,1.1,0.1,0.2,9,132,1.2,61
14/12/2107 20:00:00,16/12/2107 02:00:00,13.2,0.4,3.9,31,126,0.1,83
21/12/2107 13:00:00,22/12/2107 10:00:00,5.8,0.3,1.3,22,126,0.1,130
26/12/2107 02:00:00,26/12/2107 02:00:00,0.3,0.3,0.3,1,129,0.4,87
30/12/2107 07:00:00,31/12/2107 23:00:00,5.4,0.1,1.2,41,127,0,100
02/01/2108 14:00:00,03/01/2108 17:00:00,11.3,0.4,2.5,28,132,0.5,38
09/01/2108 11:00:00,23/01/2108 04:00:00,80.4,0.2,6,330,126,0.1,137
25/01/2108 19:00:00,25/01/2108 19:00:00,0.4,0.4,0.4,1,134,1.1,62
27/01/2108 22:00:00,31/01/2108 22:00:00,18.8,0.2,3.2,97,127,0.3,50
05/02/2108 21:00:00,09/02/2108 08:00:00,25.8,0.3,4.1,84,139,0.4,118
11/02/2108 10:00:00,19/02/2108 10:00:00,36.4,0.2,5.3,193,139,1.1,49
21/02/2108 12:00:00,01/03/2108 19:00:00,51.5,0.2,4.2,224,128,0.2,49
03/03/2108 11:00:00,03/03/2108 12:00:00,2.1,1,1.8,2,131,0.5,39
07/03/2108 12:00:00,11/03/2108 10:00:00,32.4,0.3,7.6,95,127,0.1,95
19/03/2108 13:00:00,24/03/2108 12:00:00,36.1,0.3,7.1,120,119,0.1,194
02/04/2108 04:00:00,02/04/2108 06:00:00,0.3,0.1,0.1,3,116,0,207
07/04/2108 03:00:00,07/04/2108 12:00:00,1.2,0.1,0.6,10,112,0,116
10/04/2108 23:00:00,11/04/2108,1.1,0.5,0.9,2,107,0,82
14/04/2108 21:00:00,15/04/2108 18:00:00,5.4,0.2,1.1,22,109,0,92
20/04/2108 06:00:00,25/04/2108,23.6,0.2,2.4,115,101,0.2,107
27/04/2108 03:00:00,30/04/2108 16:00:00,8.7,0.1,1.3,86,115,1.1,50
06/05/2108 14:00:00,08/05/2108 21:00:00,7.9,0.1,3,56,98,0,141
16/05/2108 01:00:00,18/05/2108 09:00:00,16.7,0.3,3.7,57,89,0,171
21/05/2108 21:00:00,23/05/2108 10:00:00,3.7,0.1,1.1,38,93,0.4,83
28/05/2108 11:00:00,29/05/2108 15:00:00,14.8,0.5,4.6,29,92,0,120
31/05/2108 07:00:00,02/06/2108 04:00:00,47.9,1,8.6,46,109,3.4,39
08/06/2108 16:00:00,09/06/2108 07:00:00,9.8,0.6,1.7,16,105,0.4,155
11/06/2108 14:00:00,12/06/2108 20:00:00,6.9,0.2,2.1,31,113,1.2,54
16/06/2108 07:00:00,17/06/2108 19:00:00,15.9,0.4,6.4,37,105,0.6,82
27/06/2108,27/06/2108 20:00:00,5.2,0.2,1.7,21,86,0,220
29/06/2108 13:00:00,01/07/2108 14:00:00,36.2,0.7,8.3,50,114,0.2,40
03/07/2108 20:00:00,08/07/2108 16:00:00,26.7,0.2,7.6,117,140,4.3,53
10/07/2108 19:00:00,10/07/2108 19:00:00,0.1,0.1,0.1,1,115,0.4,50
17/07/2108 17:00:00,18/07/2108 08:00:00,5.5,0.3,4.1,16,126,0,165
20/07/2108 03:00:00,21/07/2108 18:00:00,7.2,0.2,3.4,40,103,0.9,42
24/07/2108 10:00:00,24/07/2108 11:00:00,8.1,4,5.5,2,142,0.3,63
26/07/2108 03:00:00,26/07/2108 03:00:00,0.1,0.1,0.1,1,123,3.8,39
30/07/2108 13:00:00,01/08/2108 18:00:00,10.4,0.2,2.4,54,103,0.1,105
05/08/2108 07:00:00,05/08/2108 15:00:00,4.5,0.5,1.4,9,93,0.2,84
12/08/2108 08:00:00,14/08/2108 03:00:00,8.1,0.2,1.8,44,79,0,160
15/08/2108 23:00:00,16/08/2108 04:00:00,2.2,0.4,1.4,6,84,0.2,43
27/08/2108 04:00:00,30/08/2108 01:00:00,9.9,0.1,4.1,70,58,0,263
01/09/2108 13:00:00,02/09/2108 21:00:00,5,0.2,1,33,70,0.5,59
06/09/2108 12:00:00,06/09/2108 14:00:00,0.7,0.2,0.4,3,55,0.1,86
08/09/2108 14:00:00,09/09/2108 02:00:00,6.3,0.5,2.5,13,60,0,47
15/09/2108 17:00:00,18/09/2108 17:00:00,23.3,0.3,2.5,73,51,0,158
01/10/2108 20:00:00,12/10/2108 13:00:00,111.1,0.4,9,258,67,0,314
14/10/2108 13:00:00,14/10/2108 14:00:00,0.3,0.2,0.2,2,134,1.5,47
16/10/2108 09:00:00,24/10/2108 12:00:00,55.3,0.3,5.1,196,135,0.7,42
26/10/2108 16:00:00,26/10/2108 16:00:00,0.1,0.1,0.1,1,139,1.8,51
01/11/2108 10:00:00,10/11/2108 09:00:00,34.7,0.2,3.2,216,125,0,137
19/11/2108 11:00:00,26/11/2108 03:00:00,27.8,0.2,3.1,161,126,0,217
28/11/2108 08:00:00,28/11/2108 09:00:00,0.2,0.1,0.1,2,129,0.6,52
09/12/2108 01:00:00,07/01/2109 21:00:00,137,0.2,4,717,126,0,255
09/01/2109 14:00:00,10/01/2109 14:00:00,3.7,0.1,1.6,25,133,0.6,40
12/01/2109 09:00:00,22/01/2109 20:00:00,29.6,0.1,6,252,133,1,42
24/01/2109 17:00:00,05/02/2109 05:00:00,28.3,0.1,3.5,277,136,1.3,44
09/02/2109,09/02/2109 01:00:00,0.5,0.3,0.3,2,129,0.3,90
11/02/2109 19:00:00,24/02/2109 03:00:00,84.5,0.3,6.1,297,128,0,65
25/02/2109 16:00:00,27/02/2109 21:00:00,15.3,0.3,4.7,54,142,2.2,36
03/03/2109,04/03/2109 07:00:00,3.1,0.1,1,32,135,0.8,74
08/03/2109 18:00:00,12/03/2109 18:00:00,3.1,0,1,97,122,0.1,106
14/03/2109 13:00:00,19/03/2109 22:00:00,29.7,0.2,3.6,130,126,0,42
21/03/2109 21:00:00,23/03/2109 23:00:00,8.8,0.2,1.6,51,143,2.7,46
27/03/2109 05:00:00,27/03/2109 05:00:00,0.3,0.3,0.3,1,126,0.5,77
03/04/2109 12:00:00,13/04/2109 23:00:00,35.2,0.1,3.2,252,112,0,174
22/04/2109 15:00:00,23/04/2109 20:00:00,0.5,0,0.2,30,109,0,207
26/04/2109 06:00:00,27/04/2109 09:00:00,11.6,0.4,3.3,28,105,0,57
06/05/2109 02:00:00,07/05/2109 19:00:00,5.1,0.1,1.2,42,97,0,208
10/05/2109 05:00:00,11/05/2109 17:00:00,6.8,0.2,1,37,100,0,57
13/05/2109 09:00:00,14/05/2109 23:00:00,17.5,0.4,2.5,39,116,0.7,39
17/05/2109 06:00:00,17/05/2109 06:00:00,0.2,0.2,0.2,1,113,1.9,54
20/05/2109 03:00:00,20/05/2109 04:00:00,0.8,0.4,0.6,2,93,0.2,68
27/05/2109 05:00:00,28/05/2109 03:00:00,20.1,0.9,6.9,23,88,0,168
31/05/2109 12:00:00,01/06/2109 04:00:00,5.6,0.3,4.5,17,102,1.2,80
06/06/2109 18:00:00,08/06/2109 10:00:00,42.7,1,11.6,41,90,0.1,133
13/06/2109 16:00:00,14/06/2109 18:00:00,14.1,0.5,2.6,27,91,0.4,125
18/06/2109 09:00:00,18/06/2109 10:00:00,9.099999,4.5,8.2,2,99,1,86
23/06/2109 18:00:00,25/06/2109 04:00:00,15,0.4,2.6,35,95,0.2,127
28/06/2109 06:00:00,29/06/2109 07:00:00,4.6,0.2,1.7,26,95,0.9,73
01/07/2109 22:00:00,01/07/2109 22:00:00,0.1,0.1,0.1,1,87,0.3,62
07/07/2109 18:00:00,09/07/2109 16:00:00,10.6,0.2,3.1,47,92,0,139
11/07/2109 10:00:00,11/07/2109 11:00:00,0.4,0.2,0.2,2,83,0.4,41
20/07/2109 12:00:00,20/07/2109 18:00:00,0.3,0,0.1,7,50,0,216
23/07/2109,29/07/2109 14:00:00,41.2,0.3,5.4,159,50,0,53
01/08/2109 11:00:00,01/08/2109 23:00:00,0.7,0.1,0.4,13,61,0.6,68
05/08/2109 02:00:00,09/08/2109,2.9,0,0.6,95,52,0.1,74
14/08/2109 23:00:00,16/08/2109 16:00:00,12.5,0.3,4.5,42,50,0,142
20/08/2109 11:00:00,22/08/2109 04:00:00,7.2,0.2,3,42,50,0.2,90
01/09/2109 07:00:00,01/09/2109 08:00:00,2.7,1.4,1.5,2,50,0,242
04/09/2109 17:00:00,05/09/2109,3.3,0.4,1.4,8,50,0,80
07/09/2109 17:00:00,07/09/2109 23:00:00,1.6,0.2,1,7,50,0.1,64
13/09/2109 03:00:00,13/09/2109 20:00:00,11.7,0.6,4.6,18,50,0,123
15/09/2109 19:00:00,17/09/2109 07:00:00,5.2,0.1,2,37,50,1.1,46
18/09/2109 21:00:00,21/09/2109 10:00:00,18.7,0.3,5.9,62,50,0.2,37
04/10/2109 18:00:00,05/10/2109 23:00:00,2.1,0.1,0.6,30,50,0,319
07/10/2109 15:00:00,13/10/2109 01:00:00,61.3,0.5,4.7,131,50,0.1,39
14/10/2109 21:00:00,18/10/2109 11:00:00,31.1,0.4,3,87,97,3.6,43
25/10/2109 14:00:00,27/10/2109 13:00:00,10.1,0.2,3,48,119,0,170
29/10/2109 11:00:00,29/10/2109 11:00:00,0.1,0.1,0.1,1,111,0.7,45
31/10/2109 03:00:00,06/11/2109 02:00:00,24,0.2,3.8,144,106,0.4,39
08/11/2109 07:00:00,09/11/2109 16:00:00,5,0.1,1.8,34,148,3.3,52
15/11/2109 13:00:00,19/11/2109 17:00:00,38.7,0.4,4,101,126,0,140
22/11/2109 08:00:00,23/11/2109 23:00:00,25.6,0.6,5.6,40,141,2.7,62
27/11/2109 07:00:00,29/11/2109 18:00:00,21.8,0.4,5.8,60,136,2.2,79
01/12/2109 16:00:00,01/12/2109 18:00:00,2,0.7,1.6,3,159,4.4,45
05/12/2109,19/12/2109 10:00:00,116.1,0.3,8.1,347,132,0.7,77
22/12/2109 14:00:00,01/01/2110,58.1,0.3,6.8,210,134,1.4,75
End
